N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, -3, 33, 46, 81, 8, 31, 0, 4, 
200, 8, -4, 28, 47, 85, 7, 32, 0, 5, 
200, 8, -6, 27, 48, 85, 7, 32, 1, 6, 
200, 8, -6, 26, 48, 86, 7, 32, 1, 6, 
200, 8, -4, 24, 48, 88, 7, 32, 1, 4, 
200, 8, -3, 23, 48, 89, 7, 32, 1, 3, 
200, 8, -3, 18, 49, 93, 7, 32, 1, 3, 
200, 8, -2, 18, 49, 93, 7, 32, 0, 3, 
200, 8, -2, 15, 50, 95, 7, 32, 0, 3, 
200, 8, -3, 12, 50, 98, 7, 32, 0, 4, 
200, 8, -4, 10, 52, 98, 7, 32, 1, 4, 
200, 8, -4, 4, 53, 103, 7, 32, 1, 4, 
200, 8, -4, 3, 54, 103, 7, 32, 1, 4, 
200, 8, -5, 1, 54, 105, 7, 32, 1, 5, 
