N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, -9, 150, 2, 8, 12, 28, 2, 7, 
200, 8, -8, 149, 2, 9, 12, 28, 2, 6, 
200, 8, -7, 149, 2, 9, 12, 28, 1, 6, 
200, 8, -7, 149, 2, 9, 11, 29, 1, 6, 
200, 8, -6, 147, 2, 11, 10, 30, 1, 5, 
200, 8, -10, 147, 2, 11, 10, 30, 2, 8, 
200, 8, -9, 147, 2, 11, 10, 30, 2, 7, 
200, 8, -9, 145, 3, 12, 10, 30, 2, 7, 
200, 8, -9, 142, 3, 15, 10, 30, 1, 8, 
200, 8, -10, 141, 3, 16, 10, 30, 2, 8, 
200, 8, -6, 141, 3, 16, 10, 30, 1, 5, 
200, 8, -6, 140, 3, 17, 10, 30, 1, 5, 
200, 8, -5, 140, 3, 17, 10, 30, 1, 4, 
200, 8, -3, 140, 3, 17, 10, 30, 1, 2, 
200, 8, -2, 138, 3, 19, 10, 30, 1, 1, 
200, 8, -5, 138, 3, 19, 10, 30, 3, 2, 
200, 8, -7, 138, 3, 19, 10, 30, 3, 4, 
200, 8, -7, 135, 4, 21, 10, 30, 4, 3, 
200, 8, -5, 134, 4, 22, 9, 30, 3, 3, 
200, 8, -4, 131, 4, 25, 9, 30, 2, 3, 
200, 8, -4, 131, 4, 25, 9, 30, 2, 3, 
200, 8, -2, 130, 4, 26, 9, 30, 2, 1, 
200, 8, -2, 130, 4, 26, 9, 30, 1, 2, 
200, 8, -3, 129, 4, 27, 9, 30, 1, 3, 
200, 8, -3, 127, 4, 29, 9, 30, 1, 3, 
200, 8, -1, 127, 4, 29, 9, 30, 0, 2, 
200, 8, -2, 127, 4, 29, 9, 30, 0, 3, 
200, 8, -2, 125, 5, 30, 9, 30, 0, 3, 
200, 8, -4, 122, 5, 33, 9, 30, 0, 5, 
200, 8, -5, 119, 5, 36, 9, 30, 1, 5, 
200, 8, -5, 119, 5, 36, 8, 31, 1, 5, 
200, 8, -6, 117, 5, 38, 8, 31, 1, 6, 
200, 8, -7, 117, 5, 38, 8, 31, 1, 7, 
200, 8, -6, 116, 5, 39, 8, 31, 2, 5, 
200, 8, -6, 113, 5, 42, 7, 32, 1, 6, 
200, 8, -7, 111, 6, 43, 7, 32, 1, 7, 
200, 8, -7, 111, 6, 43, 7, 32, 2, 6, 
200, 8, -6, 108, 7, 45, 7, 32, 3, 4, 
200, 8, -5, 105, 7, 48, 7, 32, 2, 4, 
200, 8, -5, 102, 7, 51, 7, 32, 2, 4, 
200, 8, -4, 102, 7, 51, 7, 32, 2, 3, 
200, 8, -2, 100, 7, 53, 7, 32, 1, 2, 
200, 8, -3, 100, 7, 53, 6, 33, 0, 4, 
200, 8, -3, 98, 7, 55, 6, 33, 0, 4, 
200, 8, -2, 94, 8, 58, 6, 33, 0, 3, 
200, 8, -3, 92, 9, 59, 6, 33, 0, 4, 
200, 8, -3, 92, 9, 59, 6, 33, 0, 4, 
200, 8, -2, 87, 10, 63, 6, 33, 0, 3, 
200, 8, -1, 84, 10, 66, 6, 33, 0, 2, 
200, 8, -3, 81, 10, 69, 6, 33, 0, 4, 
200, 8, -2, 81, 10, 69, 6, 33, 0, 3, 
200, 8, -3, 78, 11, 71, 6, 33, 0, 4, 
200, 8, -2, 78, 11, 71, 5, 33, 0, 4, 
200, 8, -3, 75, 11, 74, 5, 33, 0, 5, 
200, 8, -1, 70, 12, 78, 5, 33, 0, 3, 
200, 8, -1, 68, 13, 79, 5, 33, 0, 3, 
200, 8, -2, 68, 13, 79, 5, 33, 0, 4, 
200, 8, -2, 64, 14, 82, 5, 33, 0, 4, 
200, 8, -1, 60, 14, 86, 5, 33, 0, 3, 
200, 8, -1, 57, 14, 89, 5, 33, 0, 3, 
200, 8, -1, 57, 14, 89, 5, 33, 0, 3, 
200, 8, 1, 54, 15, 91, 5, 33, 0, 1, 
200, 8, 0, 53, 15, 92, 5, 33, 2, 0, 
200, 8, -1, 50, 15, 95, 5, 33, 2, 1, 
200, 8, -1, 45, 16, 99, 5, 33, 2, 1, 
200, 8, -2, 43, 17, 100, 5, 33, 2, 2, 
200, 8, -2, 43, 17, 100, 5, 33, 2, 2, 
200, 8, -1, 39, 18, 103, 5, 33, 0, 3, 
200, 8, 0, 35, 18, 107, 5, 33, 0, 2, 
200, 8, 0, 32, 18, 110, 5, 33, 0, 2, 
200, 8, 0, 32, 18, 110, 5, 33, 0, 2, 
200, 8, 0, 29, 19, 112, 5, 33, 0, 2, 
200, 8, 1, 27, 19, 114, 5, 33, 0, 1, 
200, 8, 1, 24, 19, 117, 5, 33, 0, 1, 
200, 8, -1, 19, 20, 121, 5, 33, 0, 3, 
200, 8, 0, 16, 22, 122, 5, 33, 0, 2, 
200, 8, -1, 16, 22, 122, 5, 33, 0, 3, 
200, 8, -1, 12, 23, 125, 5, 33, 0, 3, 
200, 8, -2, 8, 23, 129, 5, 33, 0, 4, 
200, 8, 0, 5, 23, 132, 5, 33, 0, 2, 
200, 8, 0, 5, 23, 132, 5, 33, 0, 2, 
200, 8, 1, 2, 24, 134, 5, 33, 0, 1, 
